,DNI,EDAD,DEPARTAMENTO,UNIVERSIDAD,SEXO,NIVEL DE ESTRES
,62073818,22,AREQUIPA,UNSA,FEMENINO,2
,65498697,19,LIMA,UPC,FEMENINO,4
,63783870,26,TRUJILLO,UNT,FEMENINO,2
,74557711,17,LIMA,ULIMA,FEMENINO,3
,74996243,26,PIURA,UDEP,FEMENINO,5
,72075603,17,LIMA,UNI,FEMENINO,3
,61252227,25,PIURA,UPN,FEMENINO,1
,70053891,30,AREQUIPA,UCSM,FEMENINO,4
,63283889,20,PIURA,UDEP,MASCULINO,1
,79613377,30,LIMA,UNI,MASCULINO,3
,61653061,20,TRUJILLO,UNT,MASCULINO,3
,64095207,30,TRUJILLO,UPAO,FEMENINO,5
,66677338,21,LIMA,ULIMA,MASCULINO,5
,71465536,23,LIMA,UPC,FEMENINO,4
,65548371,21,AREQUIPA,UCSM,MASCULINO,3
,71111364,26,LIMA,PUCP,MASCULINO,4
,68503890,20,PIURA,UPN,FEMENINO,3
,60104988,20,LIMA,UPC,FEMENINO,4
,60921543,23,PIURA,UPN,FEMENINO,2
,70376337,19,AREQUIPA,UNSA,MASCULINO,1
,72896629,17,HUANUCO,UNHEVAL,MASCULINO,2
,71786434,23,LIMA,UPC,FEMENINO,2
,74725720,22,TRUJILLO,UPAO,MASCULINO,5
,77686361,19,PIURA,UPN,MASCULINO,5
,60639387,19,AREQUIPA,UNSA,MASCULINO,2
,67364921,23,PIURA,UPN,FEMENINO,5
,79620595,26,TRUJILLO,UNT,MASCULINO,2
,77783124,23,HUANUCO,UNHEVAL,FEMENINO,4
,61097158,19,PIURA,UDEP,FEMENINO,4
,78170228,22,LIMA,UPC,FEMENINO,1
,61974696,21,AREQUIPA,UNSA,FEMENINO,3
,63138872,29,PIURA,UPN,MASCULINO,3
,79783721,17,HUANUCO,UNHEVAL,MASCULINO,3
,74927629,21,LIMA,UNI,MASCULINO,5
,66501049,20,LIMA,PUCP,MASCULINO,5
,67959161,22,HUANUCO,UNHEVAL,MASCULINO,2
,74024466,17,AREQUIPA,UCSM,FEMENINO,5
,67770828,30,LIMA,UNI,FEMENINO,3
,65558549,23,HUANUCO,UNHEVAL,FEMENINO,3
,62366176,18,AREQUIPA,UCSM,FEMENINO,4
,71957026,17,LIMA,ULIMA,MASCULINO,3
,65016754,30,PIURA,UDEP,MASCULINO,2
,71098480,26,HUANUCO,UNHEVAL,MASCULINO,4
,70759927,19,CUZCO,UNSAAC,FEMENINO,2
,64966187,25,TRUJILLO,UNT,FEMENINO,2
,67832676,28,HUANUCO,UNHEVAL,FEMENINO,2
,65027539,19,CUZCO,UNSAAC,FEMENINO,4
,65814989,23,LIMA,ULIMA,FEMENINO,3
,62569606,21,HUANUCO,UNH,MASCULINO,3
,69914219,24,AREQUIPA,UCSM,MASCULINO,1
,76243231,27,LIMA,UNI,MASCULINO,5
,70996994,30,LIMA,ULIMA,FEMENINO,3
,67462538,23,LIMA,PUCP,MASCULINO,2
,60411963,23,LIMA,ULIMA,MASCULINO,3
,74479398,22,AREQUIPA,UCSM,FEMENINO,4
,78964798,25,CUZCO,UNSAAC,MASCULINO,4
,78184496,22,LIMA,ULIMA,MASCULINO,2
,73509611,26,PIURA,UPN,MASCULINO,2
,67379205,17,HUANUCO,UNH,FEMENINO,1
,68209849,26,CUZCO,UNSAAC,MASCULINO,5
,62021773,18,HUANUCO,UNHEVAL,MASCULINO,2
,73996855,24,PIURA,UDEP,FEMENINO,2
,66685320,27,TRUJILLO,UNT,MASCULINO,5
,77232054,20,LIMA,PUCP,FEMENINO,1
,68870409,30,LIMA,ULIMA,MASCULINO,1
,71161912,26,AREQUIPA,UNSA,MASCULINO,3
,75998475,21,PIURA,UPN,FEMENINO,3
,71498696,22,LIMA,UNI,FEMENINO,4
,77039499,23,TRUJILLO,UPAO,FEMENINO,2
,68990025,18,LIMA,ULIMA,MASCULINO,1
,61332452,20,CUZCO,UAUSTRAL,MASCULINO,5
,77223419,18,TRUJILLO,UNT,FEMENINO,2
,69199624,22,LIMA,PUCP,MASCULINO,4
,76928360,18,LIMA,PUCP,FEMENINO,3
,73864138,28,TRUJILLO,UNT,MASCULINO,4
,72729839,29,CUZCO,UAUSTRAL,MASCULINO,1
,67630793,20,LIMA,PUCP,FEMENINO,1
,68562724,17,HUANUCO,UNHEVAL,FEMENINO,1
,77719851,29,PIURA,UDEP,MASCULINO,2
,61894279,17,TRUJILLO,UPAO,MASCULINO,1
,65576426,21,HUANUCO,UNH,MASCULINO,2
,78353406,30,HUANUCO,UNH,MASCULINO,4
,62497543,17,TRUJILLO,UNT,FEMENINO,4
,66332835,20,TRUJILLO,UPAO,MASCULINO,4
,71775429,26,HUANUCO,UNHEVAL,MASCULINO,3
,74050936,24,TRUJILLO,UNT,FEMENINO,5
,68308370,23,LIMA,UPC,FEMENINO,4
,66321256,20,PIURA,UDEP,FEMENINO,3
,79417762,26,AREQUIPA,UNSA,MASCULINO,5
,69417643,29,TRUJILLO,UPAO,FEMENINO,2
,64399456,25,PIURA,UPN,MASCULINO,3
,65238544,24,LIMA,ULIMA,MASCULINO,1
,62488929,20,HUANUCO,UNH,MASCULINO,4
,75723038,25,LIMA,UPC,FEMENINO,1
,77312410,19,TRUJILLO,UPAO,MASCULINO,2
,78205412,22,LIMA,UNI,FEMENINO,3
,62451746,30,CUZCO,UNSAAC,FEMENINO,3
,79903979,17,LIMA,UPC,MASCULINO,3
,74432526,26,PIURA,UPN,FEMENINO,3
,66903439,28,LIMA,UPC,FEMENINO,5
,65115618,28,TRUJILLO,UNT,FEMENINO,5
,65154580,28,TRUJILLO,UPAO,FEMENINO,4
,72495054,23,PIURA,UDEP,MASCULINO,3
,69928945,27,LIMA,UNI,MASCULINO,5
,71990041,29,TRUJILLO,UPAO,MASCULINO,3
,71280928,25,HUANUCO,UNHEVAL,FEMENINO,5
,71628699,21,PIURA,UDEP,FEMENINO,4
,66355712,24,TRUJILLO,UPAO,MASCULINO,4
,78775340,24,CUZCO,UAUSTRAL,MASCULINO,3
,60534981,26,CUZCO,UNSAAC,FEMENINO,1
,75945138,17,PIURA,UDEP,FEMENINO,4
,79729445,25,PIURA,UDEP,FEMENINO,5
,71580573,20,LIMA,UPC,FEMENINO,4
,68779171,26,PIURA,UDEP,MASCULINO,4
,67194840,24,AREQUIPA,UNSA,FEMENINO,3
,74239535,21,AREQUIPA,UNSA,MASCULINO,2
,65437213,21,CUZCO,UAUSTRAL,FEMENINO,1
,66096676,24,CUZCO,UNSAAC,MASCULINO,1
,63006645,19,LIMA,UPC,FEMENINO,1
,77218490,29,PIURA,UDEP,FEMENINO,3
,74091106,30,LIMA,UPC,FEMENINO,3
,65832317,21,LIMA,UNI,FEMENINO,2
,61165328,21,TRUJILLO,UNT,MASCULINO,5
,67785232,27,LIMA,ULIMA,MASCULINO,4
,73643806,28,LIMA,UPC,FEMENINO,2
,76114164,23,PIURA,UPN,FEMENINO,1
,79880984,19,HUANUCO,UNH,FEMENINO,5
,63560674,30,TRUJILLO,UNT,FEMENINO,4
,61360027,30,LIMA,ULIMA,FEMENINO,2
,68899612,20,HUANUCO,UNH,MASCULINO,1
,74437799,19,LIMA,PUCP,MASCULINO,1
,72572427,25,PIURA,UPN,FEMENINO,5
,73180017,19,AREQUIPA,UCSM,MASCULINO,5
,65718756,24,CUZCO,UAUSTRAL,MASCULINO,2
,72248946,24,LIMA,ULIMA,MASCULINO,1
,76709856,18,PIURA,UPN,MASCULINO,1
,64762200,25,LIMA,ULIMA,MASCULINO,5
,68078671,26,LIMA,PUCP,FEMENINO,5
,78775565,18,AREQUIPA,UCSM,FEMENINO,5
,69132396,29,PIURA,UPN,FEMENINO,5
,71644255,28,AREQUIPA,UNSA,MASCULINO,4
,62626980,23,PIURA,UPN,MASCULINO,4
,67880334,28,CUZCO,UAUSTRAL,MASCULINO,5
,76734712,26,AREQUIPA,UNSA,FEMENINO,3
,60107383,22,LIMA,UPC,MASCULINO,1
,79464535,20,LIMA,ULIMA,MASCULINO,3
,65791694,18,LIMA,UNI,FEMENINO,4
,64750474,26,HUANUCO,UNH,MASCULINO,4
,71420714,26,CUZCO,UNSAAC,FEMENINO,3
,74557940,24,LIMA,ULIMA,MASCULINO,3
,72294987,26,HUANUCO,UNH,FEMENINO,5
,77344900,19,TRUJILLO,UPAO,FEMENINO,2
,66778647,25,LIMA,UNI,FEMENINO,5
,72839966,18,CUZCO,UAUSTRAL,MASCULINO,2
,77014631,19,CUZCO,UNSAAC,MASCULINO,2
,71572596,29,PIURA,UDEP,MASCULINO,3
,62714956,28,LIMA,UNI,FEMENINO,1
,66075615,21,TRUJILLO,UNT,MASCULINO,5
,67555679,30,CUZCO,UAUSTRAL,FEMENINO,4
,60677671,27,AREQUIPA,UCSM,MASCULINO,4
,60406005,27,LIMA,UNI,FEMENINO,5
,75105302,22,TRUJILLO,UNT,MASCULINO,2
,64826548,17,LIMA,PUCP,MASCULINO,5
,66178481,29,LIMA,UPC,MASCULINO,3
,67181595,24,HUANUCO,UNH,MASCULINO,5
,69639904,27,PIURA,UDEP,FEMENINO,3
,79312662,18,CUZCO,UAUSTRAL,MASCULINO,2
,63430004,27,HUANUCO,UNHEVAL,FEMENINO,2
,69171611,20,AREQUIPA,UNSA,FEMENINO,1
,69925679,24,LIMA,UPC,FEMENINO,5
,60025925,23,HUANUCO,UNHEVAL,MASCULINO,1
,74421467,23,LIMA,PUCP,MASCULINO,4
,63505733,24,LIMA,UPC,MASCULINO,5
,70014126,26,LIMA,UNI,MASCULINO,5
,77320689,26,PIURA,UDEP,MASCULINO,3
,75907725,19,TRUJILLO,UNT,MASCULINO,2
,70869955,26,PIURA,UDEP,MASCULINO,3
,66062241,27,LIMA,ULIMA,MASCULINO,4
,75664434,24,LIMA,UPC,MASCULINO,5
,68220919,18,PIURA,UDEP,MASCULINO,4
,62892275,20,LIMA,PUCP,MASCULINO,5
,62339293,27,LIMA,PUCP,MASCULINO,5
,63022579,27,TRUJILLO,UNT,MASCULINO,4
,67908106,24,AREQUIPA,UNSA,MASCULINO,3
,77117017,21,TRUJILLO,UPAO,FEMENINO,5
,68812773,22,LIMA,ULIMA,FEMENINO,5
,71495997,30,PIURA,UPN,FEMENINO,5
,60689377,27,TRUJILLO,UNT,FEMENINO,5
,72454515,22,AREQUIPA,UNSA,MASCULINO,4
,62255547,19,LIMA,PUCP,FEMENINO,3
,70817327,28,AREQUIPA,UCSM,FEMENINO,3
,77558840,30,LIMA,PUCP,MASCULINO,1
,65687657,27,PIURA,UPN,MASCULINO,4
,79947635,17,PIURA,UPN,FEMENINO,2
,71232136,18,LIMA,ULIMA,FEMENINO,3
,79942262,19,CUZCO,UAUSTRAL,MASCULINO,5
,77396965,24,TRUJILLO,UNT,FEMENINO,4
,66645113,23,TRUJILLO,UNT,FEMENINO,5
,69352590,22,TRUJILLO,UNT,MASCULINO,2
,70770031,30,LIMA,UNI,FEMENINO,2
,79576812,30,HUANUCO,UNHEVAL,MASCULINO,2
,68670703,24,CUZCO,UNSAAC,FEMENINO,3
,61140708,17,LIMA,ULIMA,MASCULINO,1
,62928131,19,AREQUIPA,UCSM,MASCULINO,3
,77034954,22,TRUJILLO,UNT,MASCULINO,5
,64167799,21,CUZCO,UAUSTRAL,MASCULINO,4
,64667764,29,TRUJILLO,UPAO,FEMENINO,2
,69822944,27,AREQUIPA,UCSM,FEMENINO,1
,68636751,23,LIMA,UPC,MASCULINO,5
,78582955,19,LIMA,UNI,MASCULINO,1
,68103891,18,LIMA,UNI,MASCULINO,1
,74183614,28,AREQUIPA,UCSM,MASCULINO,4
,76336771,27,CUZCO,UNSAAC,FEMENINO,3
,66809700,18,LIMA,UNI,MASCULINO,5
,67030608,20,TRUJILLO,UPAO,FEMENINO,5
,76007089,22,TRUJILLO,UPAO,MASCULINO,5
,65713383,24,LIMA,UNI,MASCULINO,4
,72815875,18,LIMA,PUCP,MASCULINO,3
,67137375,23,CUZCO,UAUSTRAL,FEMENINO,3
,62974070,29,PIURA,UPN,FEMENINO,3
,60159441,26,PIURA,UDEP,FEMENINO,5
,79958851,25,AREQUIPA,UNSA,MASCULINO,3
,60992155,27,AREQUIPA,UNSA,MASCULINO,2
,79705093,18,CUZCO,UAUSTRAL,FEMENINO,3
,60701947,24,PIURA,UDEP,MASCULINO,3
,67769476,26,LIMA,PUCP,FEMENINO,3
,62813695,30,TRUJILLO,UNT,FEMENINO,1
,67686880,20,CUZCO,UAUSTRAL,FEMENINO,5
,67838063,27,LIMA,ULIMA,FEMENINO,3
,69680769,18,LIMA,UPC,FEMENINO,4
,66934097,26,TRUJILLO,UPAO,FEMENINO,2
,74116612,23,LIMA,UNI,FEMENINO,3
,75328454,19,PIURA,UDEP,MASCULINO,2
,65938987,22,HUANUCO,UNH,FEMENINO,2
,65090007,29,CUZCO,UNSAAC,MASCULINO,2
,79957304,20,AREQUIPA,UNSA,MASCULINO,5
,77860389,18,AREQUIPA,UNSA,MASCULINO,3
,70913137,19,HUANUCO,UNHEVAL,MASCULINO,3
,67088784,28,LIMA,PUCP,FEMENINO,5
,78496208,20,HUANUCO,UNHEVAL,FEMENINO,4
,70204729,23,HUANUCO,UNHEVAL,FEMENINO,3
,74422362,18,HUANUCO,UNH,FEMENINO,3
,65503604,21,PIURA,UDEP,FEMENINO,1
,68067827,17,LIMA,UPC,MASCULINO,2
,71604049,26,LIMA,UPC,FEMENINO,3
,66997308,20,LIMA,UNI,MASCULINO,4
,64833036,21,PIURA,UPN,FEMENINO,1
,65361839,27,AREQUIPA,UCSM,MASCULINO,5
,64199499,27,LIMA,ULIMA,FEMENINO,1
,66273975,27,LIMA,ULIMA,FEMENINO,2
,78097917,27,PIURA,UDEP,MASCULINO,5
,68689439,25,HUANUCO,UNHEVAL,FEMENINO,4
,72121405,19,LIMA,PUCP,MASCULINO,5
,69002323,18,CUZCO,UAUSTRAL,FEMENINO,4
,67737378,20,CUZCO,UAUSTRAL,FEMENINO,5
,62461540,23,HUANUCO,UNH,MASCULINO,5
,67250690,20,LIMA,UNI,FEMENINO,3
,70204988,25,PIURA,UDEP,FEMENINO,4
,68206096,27,CUZCO,UAUSTRAL,MASCULINO,5
,67135025,30,LIMA,UNI,FEMENINO,2
,75103363,23,LIMA,PUCP,MASCULINO,1
,74162128,24,AREQUIPA,UNSA,MASCULINO,4
,76122568,25,TRUJILLO,UNT,FEMENINO,1
,66278180,17,LIMA,PUCP,FEMENINO,4
,68019839,23,LIMA,UPC,FEMENINO,5
,79934365,19,PIURA,UDEP,FEMENINO,3
,77891033,28,LIMA,UNI,FEMENINO,4
,78895386,24,HUANUCO,UNH,FEMENINO,4
,62114507,28,LIMA,PUCP,MASCULINO,5
,60961533,23,LIMA,PUCP,MASCULINO,1
,60285782,24,CUZCO,UAUSTRAL,MASCULINO,1
,76343335,27,LIMA,ULIMA,FEMENINO,3
,67436668,19,LIMA,UNI,FEMENINO,2
,72480135,29,CUZCO,UAUSTRAL,MASCULINO,4
,78930312,23,AREQUIPA,UNSA,FEMENINO,2
,63905583,22,LIMA,ULIMA,MASCULINO,4
,76842901,27,HUANUCO,UNH,MASCULINO,4
,68015297,20,LIMA,ULIMA,MASCULINO,1
,61475903,23,LIMA,UNI,FEMENINO,4
,70804247,23,TRUJILLO,UPAO,MASCULINO,1
,62879680,19,TRUJILLO,UPAO,FEMENINO,2
,72992317,28,PIURA,UDEP,MASCULINO,1
,61316675,20,LIMA,UNI,MASCULINO,1
,64483361,23,CUZCO,UNSAAC,FEMENINO,1
,61797017,20,PIURA,UDEP,FEMENINO,3
,79711968,19,HUANUCO,UNH,MASCULINO,1
,74084543,18,CUZCO,UNSAAC,MASCULINO,3
,75534935,18,HUANUCO,UNH,MASCULINO,3
,62952783,23,LIMA,PUCP,MASCULINO,5
,66173135,25,CUZCO,UNSAAC,FEMENINO,3
,78660472,21,TRUJILLO,UNT,FEMENINO,1
,60582156,20,LIMA,PUCP,MASCULINO,3
,60996030,18,TRUJILLO,UPAO,MASCULINO,5
,74348971,23,TRUJILLO,UPAO,MASCULINO,3
,63464944,18,HUANUCO,UNHEVAL,FEMENINO,3
,77977983,22,TRUJILLO,UNT,MASCULINO,4
,73932070,22,PIURA,UPN,FEMENINO,2
,77812019,27,HUANUCO,UNHEVAL,FEMENINO,3
,60231470,25,AREQUIPA,UNSA,MASCULINO,3
,77423113,30,AREQUIPA,UNSA,MASCULINO,3
,70444603,20,LIMA,ULIMA,MASCULINO,4
,74990057,26,LIMA,UNI,MASCULINO,2
,70117141,25,CUZCO,UAUSTRAL,FEMENINO,2
,75519712,25,AREQUIPA,UNSA,MASCULINO,1
,73923719,30,LIMA,ULIMA,MASCULINO,4
,69438030,23,LIMA,UPC,FEMENINO,3
,77589420,26,CUZCO,UAUSTRAL,FEMENINO,4
,74525900,20,CUZCO,UAUSTRAL,MASCULINO,4
,71951832,22,LIMA,UPC,FEMENINO,3
,71709968,25,PIURA,UPN,FEMENINO,3
,63239869,25,TRUJILLO,UPAO,MASCULINO,1
,67318210,29,CUZCO,UAUSTRAL,MASCULINO,2
,64082544,24,CUZCO,UNSAAC,FEMENINO,2
,68431425,30,LIMA,ULIMA,FEMENINO,4
,67837835,22,LIMA,UPC,FEMENINO,4
,77330218,22,TRUJILLO,UPAO,MASCULINO,1
,77990489,17,LIMA,UNI,FEMENINO,4
,67452031,17,AREQUIPA,UCSM,MASCULINO,4
,65117081,28,LIMA,UPC,FEMENINO,5
,60036659,30,PIURA,UPN,FEMENINO,1
,68518134,25,LIMA,UPC,MASCULINO,5
,67881276,21,HUANUCO,UNH,FEMENINO,4
,77876740,26,CUZCO,UAUSTRAL,FEMENINO,2
,64220027,30,TRUJILLO,UNT,MASCULINO,3
,76470281,27,HUANUCO,UNHEVAL,MASCULINO,3
,61289869,29,LIMA,PUCP,MASCULINO,4
,74824836,22,PIURA,UPN,MASCULINO,3
,79501856,18,LIMA,UNI,FEMENINO,3
,60882610,29,LIMA,ULIMA,FEMENINO,1
,66295235,26,AREQUIPA,UCSM,FEMENINO,3
,64764395,23,LIMA,ULIMA,FEMENINO,3
,75093974,17,HUANUCO,UNH,MASCULINO,3
,61752105,28,HUANUCO,UNH,MASCULINO,5
,77171659,27,LIMA,UPC,FEMENINO,1
,66143568,23,LIMA,ULIMA,MASCULINO,4
,62477464,21,LIMA,ULIMA,FEMENINO,3
,65149384,24,LIMA,UNI,MASCULINO,3
,61442974,23,LIMA,UNI,MASCULINO,5
,72292414,17,CUZCO,UAUSTRAL,MASCULINO,2
,66924452,30,LIMA,PUCP,FEMENINO,1
,70953037,25,PIURA,UPN,MASCULINO,2
,74422655,20,PIURA,UDEP,MASCULINO,3
,62742707,28,PIURA,UDEP,MASCULINO,5
,65429696,29,LIMA,ULIMA,MASCULINO,3
,64837568,21,CUZCO,UAUSTRAL,MASCULINO,2
,77500212,22,LIMA,UPC,FEMENINO,1
,76414516,25,HUANUCO,UNHEVAL,MASCULINO,3
,69019295,23,PIURA,UPN,MASCULINO,4
,60129438,19,LIMA,ULIMA,FEMENINO,2
,78031248,19,LIMA,PUCP,MASCULINO,3
,71384718,30,LIMA,UNI,MASCULINO,4
,71259280,20,HUANUCO,UNH,MASCULINO,3
,68475611,18,CUZCO,UAUSTRAL,FEMENINO,4
,69793788,27,HUANUCO,UNH,MASCULINO,3
,79094842,22,CUZCO,UAUSTRAL,FEMENINO,1
,73661967,30,CUZCO,UAUSTRAL,MASCULINO,5
,70999606,28,LIMA,UNI,FEMENINO,1
,73365228,18,CUZCO,UNSAAC,FEMENINO,4
,75224108,20,TRUJILLO,UNT,MASCULINO,4
,64780756,26,LIMA,PUCP,MASCULINO,3
,78551865,28,AREQUIPA,UCSM,MASCULINO,1
,66824167,23,HUANUCO,UNHEVAL,FEMENINO,2
,61815526,30,PIURA,UPN,FEMENINO,3
,66147977,30,CUZCO,UAUSTRAL,MASCULINO,1
,68094081,27,LIMA,ULIMA,MASCULINO,3
,68670864,28,LIMA,ULIMA,FEMENINO,1
,72989407,20,CUZCO,UNSAAC,FEMENINO,2
,79598107,26,AREQUIPA,UCSM,MASCULINO,1
,73141874,29,LIMA,ULIMA,MASCULINO,2
,66439392,24,LIMA,UPC,MASCULINO,2
,63695555,20,PIURA,UPN,MASCULINO,5
,72047064,22,LIMA,PUCP,MASCULINO,3
,60872368,18,TRUJILLO,UNT,MASCULINO,4
,62160542,28,PIURA,UDEP,MASCULINO,2
,79749334,27,CUZCO,UAUSTRAL,FEMENINO,2
,72045582,24,AREQUIPA,UNSA,MASCULINO,3
,68758303,29,HUANUCO,UNH,MASCULINO,1
,61943824,26,LIMA,ULIMA,FEMENINO,3
,68460247,20,CUZCO,UNSAAC,FEMENINO,1
,75529647,18,TRUJILLO,UNT,FEMENINO,5
,65568369,18,LIMA,UNI,FEMENINO,3
,75645596,30,AREQUIPA,UNSA,FEMENINO,5
,78958362,27,TRUJILLO,UPAO,MASCULINO,5
,60855789,29,LIMA,UPC,MASCULINO,4
,68346092,29,AREQUIPA,UCSM,FEMENINO,5
,61112510,26,LIMA,ULIMA,MASCULINO,2
,61019294,17,AREQUIPA,UNSA,FEMENINO,1
,79881163,23,LIMA,UNI,FEMENINO,2
,66708711,25,PIURA,UDEP,FEMENINO,3
,60612737,21,LIMA,ULIMA,FEMENINO,1
,64861701,27,LIMA,ULIMA,MASCULINO,2
,63896096,23,HUANUCO,UNHEVAL,MASCULINO,1
,68030526,24,LIMA,UPC,MASCULINO,3
,72089212,29,LIMA,UPC,FEMENINO,2
,74981170,21,HUANUCO,UNH,FEMENINO,2
,77711040,27,LIMA,UNI,MASCULINO,2
,61496390,22,PIURA,UPN,FEMENINO,2
,66461693,29,PIURA,UPN,FEMENINO,5
,69302359,29,TRUJILLO,UNT,FEMENINO,4
,61111720,22,AREQUIPA,UCSM,MASCULINO,3
,65755578,18,LIMA,PUCP,FEMENINO,5
,74323608,19,PIURA,UDEP,FEMENINO,3
,63880026,26,LIMA,UPC,FEMENINO,4
,62760958,19,AREQUIPA,UCSM,FEMENINO,1
,61810328,20,LIMA,PUCP,MASCULINO,5
,73091419,18,AREQUIPA,UCSM,FEMENINO,5
,61068977,27,AREQUIPA,UCSM,MASCULINO,3
,75171270,21,HUANUCO,UNHEVAL,FEMENINO,3
,66900539,22,PIURA,UDEP,MASCULINO,3
,69227044,26,TRUJILLO,UNT,FEMENINO,5
,78677888,27,PIURA,UPN,FEMENINO,4
,61551467,21,LIMA,ULIMA,MASCULINO,2
,76581447,25,AREQUIPA,UCSM,MASCULINO,5
,69862710,28,LIMA,ULIMA,FEMENINO,2
,66502797,27,AREQUIPA,UNSA,MASCULINO,4
,63558145,19,LIMA,UNI,FEMENINO,4
,79979733,29,PIURA,UPN,MASCULINO,2
,71465635,28,HUANUCO,UNHEVAL,FEMENINO,2
,64677452,28,PIURA,UDEP,FEMENINO,1
,72797271,27,HUANUCO,UNH,MASCULINO,5
,71794878,30,TRUJILLO,UNT,MASCULINO,4
,64669723,19,LIMA,PUCP,MASCULINO,4
,70761304,24,AREQUIPA,UCSM,MASCULINO,2
,76099830,28,HUANUCO,UNH,FEMENINO,5
,69260698,20,LIMA,UNI,FEMENINO,1
,71149085,23,LIMA,UNI,MASCULINO,1
,60376293,26,LIMA,UPC,FEMENINO,1
,72647562,27,TRUJILLO,UNT,FEMENINO,1
,79845968,27,LIMA,ULIMA,FEMENINO,4
,61762819,24,HUANUCO,UNH,MASCULINO,3
,70432901,28,LIMA,UNI,MASCULINO,3
,61583675,22,LIMA,ULIMA,MASCULINO,2
,70876430,22,CUZCO,UNSAAC,MASCULINO,2
,78228036,29,LIMA,PUCP,MASCULINO,4
,78370785,29,LIMA,UPC,FEMENINO,5
,64215791,26,LIMA,UNI,MASCULINO,5
,71215414,19,HUANUCO,UNHEVAL,FEMENINO,2
,62936764,24,HUANUCO,UNH,FEMENINO,1
,69514201,20,LIMA,PUCP,MASCULINO,4
,66220220,20,CUZCO,UAUSTRAL,FEMENINO,5
,74414573,27,HUANUCO,UNH,FEMENINO,5
,72887374,30,AREQUIPA,UCSM,FEMENINO,4
,78030464,17,PIURA,UPN,MASCULINO,1
,60062412,30,HUANUCO,UNH,MASCULINO,3
,76152978,30,LIMA,UPC,MASCULINO,4
,72375237,21,CUZCO,UAUSTRAL,FEMENINO,5
,62800110,19,LIMA,UNI,FEMENINO,2
,73814179,17,CUZCO,UAUSTRAL,FEMENINO,4
,74217687,23,PIURA,UDEP,MASCULINO,2
,79654456,24,TRUJILLO,UPAO,FEMENINO,2
,68838783,27,TRUJILLO,UPAO,FEMENINO,4
,64052593,17,LIMA,PUCP,MASCULINO,3
,75535461,28,LIMA,PUCP,MASCULINO,3
,71401592,24,TRUJILLO,UPAO,FEMENINO,3
,64172137,25,HUANUCO,UNH,FEMENINO,5
,71879087,28,LIMA,PUCP,MASCULINO,2
,74549041,23,LIMA,UNI,MASCULINO,4
,64942743,19,LIMA,UPC,MASCULINO,4
,65923111,27,AREQUIPA,UCSM,MASCULINO,5
,64836643,26,TRUJILLO,UNT,FEMENINO,5
,75430805,24,AREQUIPA,UNSA,FEMENINO,3
,75705529,27,LIMA,UPC,FEMENINO,2
,70168517,24,TRUJILLO,UNT,MASCULINO,2
,72843907,28,AREQUIPA,UCSM,MASCULINO,1
,75321083,25,LIMA,UNI,FEMENINO,2
,64587507,29,HUANUCO,UNH,MASCULINO,3
,60079382,23,HUANUCO,UNH,MASCULINO,1
,67077964,24,LIMA,PUCP,FEMENINO,2
,65196352,29,AREQUIPA,UCSM,FEMENINO,2
,67991132,21,LIMA,UPC,FEMENINO,4
,61562206,17,HUANUCO,UNHEVAL,MASCULINO,4
,63869802,29,LIMA,UNI,FEMENINO,5
,67467944,19,LIMA,UNI,MASCULINO,3
,76194033,27,PIURA,UPN,MASCULINO,1
,67657575,26,PIURA,UDEP,FEMENINO,1
,65511802,27,HUANUCO,UNHEVAL,MASCULINO,3
,65872447,21,HUANUCO,UNHEVAL,FEMENINO,2
,65878862,30,HUANUCO,UNH,FEMENINO,2
,74397557,18,TRUJILLO,UNT,FEMENINO,4
,68416250,23,PIURA,UPN,MASCULINO,5
,73576014,19,LIMA,ULIMA,MASCULINO,3
,71074019,17,HUANUCO,UNH,MASCULINO,4
,73005508,19,HUANUCO,UNHEVAL,MASCULINO,4
,61994375,20,CUZCO,UAUSTRAL,FEMENINO,1
,78113017,22,LIMA,PUCP,FEMENINO,5
,61647687,24,LIMA,UPC,FEMENINO,2
,79094670,22,LIMA,UPC,MASCULINO,5
,69922404,26,LIMA,PUCP,MASCULINO,2
,66456155,28,LIMA,UNI,MASCULINO,2
,77978138,22,CUZCO,UAUSTRAL,FEMENINO,4
,76615484,28,PIURA,UPN,FEMENINO,2
,61623619,26,PIURA,UPN,FEMENINO,4
,77729060,28,CUZCO,UNSAAC,MASCULINO,5
,78471115,18,AREQUIPA,UCSM,FEMENINO,3
,61225770,29,AREQUIPA,UCSM,MASCULINO,1
,70305254,26,LIMA,PUCP,FEMENINO,1
,71056298,18,AREQUIPA,UCSM,MASCULINO,5
,68272996,17,AREQUIPA,UCSM,MASCULINO,4
,71119948,19,AREQUIPA,UNSA,MASCULINO,5
,73829396,22,PIURA,UPN,MASCULINO,5
,61715536,25,PIURA,UPN,FEMENINO,5
,75201809,20,TRUJILLO,UPAO,MASCULINO,3
,63779186,30,LIMA,ULIMA,MASCULINO,2
,60134912,20,LIMA,ULIMA,MASCULINO,4
,69506495,18,PIURA,UDEP,MASCULINO,2
,70228475,19,LIMA,UNI,MASCULINO,1
,69785566,20,PIURA,UPN,MASCULINO,2
,73321326,26,CUZCO,UNSAAC,FEMENINO,5
,64339441,24,PIURA,UDEP,MASCULINO,2
